ID,FC.avg,p.value,is.DEP,log2FC,FDR,C61,C62,C63,C64,C91,C92,C93,C94
AT1G77530,0.26879271070615,0.00473279656228898,True,-1.89543408017352,0.0166517843311917,34,30,17,37,135,139,103,62
AT1G77760,2.34532019704434,0.00397157178430563,True,1.2297849014838,0.0141404959444954,8350,8193,7667,9117,2414,4211,6076,1509
AT1G78000,4.42062634989201,0.00302300828975266,True,2.14425079673506,0.010914047420812,2135,2432,1098,2522,337,568,451,496
AT1G78020,0.47598944591029,1.26652315732834E-05,True,-1.07099850980307,4.9406371873373E-05,447,474,496,387,865,952,965,1008
AT1G78070,1.81754995655951,7.54121654602535E-05,True,0.861995018114711,0.000293310433987877,578,509,490,515,244,287,308,312
Q9C9R4,1.82105263157895,0.00677419744813657,True,0.864772619305777,0.0232749250870492,102,111,148,158,63,64,82,76
AT1G78290,0.351777059773829,0.00816282527583789,True,-1.5072666906154,0.0276659135028942,189,171,237,274,507,909,462,598
AT1G78380,1.82796156135726,0.00279221749421033,True,0.870235733512876,0.0101159940558987,5095,5199,4593,6608,3491,2789,3157,2322
AT1G78570,1.85092697692017,0.00372887589835558,True,0.888247978885817,0.0133276388513936,5748,5255,3862,4703,2983,3202,2402,1985
AT1G78610,1.70217640320733,0.00239941003523492,True,0.767380556909156,0.00876237333481334,869,762,591,750,401,496,435,414
AT1G78780,0.471243042671614,0.0141518165931662,True,-1.08545677598034,0.0455148352684747,73,40,57,84,145,181,95,118
AT1G78950,0.49375,0.00159553542483359,True,-1.01814734671026,0.00591497887098557,84,70,59,103,145,177,182,136
AT1G79130,0.144,0.00334773674267841,True,-2.79585928321977,0.0120293818854376,3,4,5,6,16,43,35,31
Q84JL6,1.9005376344086,0.00157170977482668,True,0.926407593701368,0.00583170027129215,197,159,160,191,88,76,127,81
P47996,1.75607476635514,0.00695227883797211,True,0.812354270131546,0.0238389689298039,566,442,426,445,360,281,256,173
AT1G79550,1.6662204916038,0.00202292787979319,True,0.736579325730553,0.00743584969611354,7666,7053,5856,6811,4601,4657,4114,3064
AT1G79600,1.62382934443288,0.00777782971387087,True,0.69940002114546,0.0264684149440449,593,826,928,774,400,479,546,497
AT1G79700,0.432875264270613,0.000226949033631962,True,-1.20797673169839,0.000875645021429988,169,150,245,255,450,469,438,535
AT1G80190,0.626689189189189,0.00786806357293957,True,-0.674177989008147,0.0267462639285698,86,80,90,115,133,183,134,142
AT1G80240,4.90872210953347,0.00340616009339345,True,2.29534749578405,0.012227772120688,1619,1338,655,1228,167,335,281,203
AT1G80300,1.59076763485477,9.76575074509434E-05,True,0.669723115037058,0.000379358449011817,824,710,798,735,517,489,484,438
Q9C972,2.16666666666667,0.00130224897921716,True,1.11547721741994,0.00486242965627052,59,46,45,45,16,25,30,19
AT1G80920,0.582106038291605,0.0087247985366159,True,-0.780646111886361,0.0293787761632957,1667,1480,2137,2621,3298,4111,2807,3364
Q9LFB6,0.5,0.00811358185510413,True,-1,0.0275180698395939,65,45,36,39,71,104,81,114
AT5G01220,0.608974358974359,0.0123031727405785,True,-0.715546610531301,0.0401458385178761,397,377,269,287,457,692,499,536
AT5G01380,2.96774193548387,0.00810867910042745,True,1.56936564567014,0.0275068874592916,25,15,26,26,7,3,5,16
AT5G01720,1.78228294402821,0.00364117026497723,True,0.833726388230677,0.0130304758323219,1174,879,835,1156,520,672,548,529
Q9LZX2,2.55393586005831,0.00120850049426569,True,1.35272229342836,0.00452224158306366,251,181,213,231,86,62,136,59
Q9LZW2,1.8274231678487,0.00440051663826657,True,0.869810750804898,0.0155690315014756,210,216,138,209,119,114,102,88
AT5G01850,0.631578947368421,0.0110205444608273,True,-0.662965012722429,0.0363063359920064,133,118,129,148,172,265,188,211
AT5G01860,9,0.00131073191803921,True,3.16992500144231,0.00489090579131555,2,2,3,2,0,1,0,0
AT5G02170,2.90588235294118,0.00106331162770235,True,1.53897629544698,0.0039933336608942,73,45,62,67,31,19,19,16
AT5G02490,2.53298611111111,0.00864286312099161,True,1.34083916647558,0.0291286421651991,525,286,357,291,180,127,153,116
AT5G02620,1.62682926829268,0.00549659237130684,True,0.702062851679139,0.0191581126984451,353,319,284,378,169,257,228,166
Q6NLB0,0.427889207258835,0.00909757771903275,True,-1.2246908048732,0.0305140683122369,125,110,86,127,179,315,338,215
Q9LZ06,1.72197802197802,0.000746801269678077,True,0.784066729386522,0.0028288452295976,367,354,414,432,218,183,239,270
AT5G02810,59.5121951219512,2.33187456450956E-05,True,5.89511342783217,9.09133890865118E-05,609,466,676,689,2,16,10,13
AT5G02840,0.567590740211489,0.000452564709509051,True,-0.817077041711476,0.00172862564963201,1006,911,1007,1048,1457,1948,1751,1842
AT5G02890,2.29642857142857,0.00895263963670323,True,1.19939191038298,0.0300720920816398,202,176,97,168,63,73,91,53
AT5G03270,0.238532110091743,0.0148231556619054,True,-2.06774460663583,0.0475134212076156,10,5,5,6,43,20,16,30
AT5G03285,2.28723404255319,0.00377519681087723,True,1.19360399791182,0.0134833517287893,66,56,37,56,19,27,19,29
AT5G03310,0.208121827411168,0.000629274441116046,True,-2.26449981483829,0.00239000120846003,10,5,11,15,52,53,33,59
AT5G03555,0.666178087211433,0.0126537082570426,True,-0.586020195080033,0.0411720182623735,969,1104,705,858,1081,1485,1509,1383
AT5G03570,0.20655487804878,0.00110188378414389,True,-2.27540296326421,0.00413456819760572,121,116,113,192,481,890,584,669
Q9LZS0,0.463157894736842,0.00997309099395971,True,-1.11042398969365,0.0331777884877219,20,23,20,25,49,66,39,36
AT5G03760,1.56774809160305,0.00109524954859008,True,0.648693763412624,0.00411102542000366,905,778,841,762,565,592,524,415
AT5G04000,0.617647058823529,0.00462876451156902,True,-0.695145418471579,0.0163175974581107,28,29,31,38,61,45,45,53
Q8GTR4,0.567857142857143,0.00132659121709811,True,-0.816400061660611,0.00494631279575746,45,32,49,33,73,61,76,70
AT5G04370,0.344444444444444,0.0150244295486659,True,-1.5376567859428,0.0480686343446065,8,2,8,13,25,17,16,32
AT5G04730,0.0568256041802743,0.0145139177052696,True,-4.13731507165106,0.0465875818266765,34,38,0,15,93,591,467,380
AT5G04770,0.519794721407625,0.00480796945365447,True,-0.943986111784656,0.0168954512226779,211,162,133,203,338,429,270,327
AT5G04950,3.4609375,0.0010075357471635,True,1.79116288855502,0.00378926342143972,2086,2526,1979,3155,427,681,993,715
Q9FHK9,0.581290645322661,0.00696930843792254,True,-0.782668403340099,0.0238854101930681,895,810,750,1031,1250,1896,1331,1520
Q8VZW3,1.84603716344331,0.00272846227484091,True,0.884431596849168,0.00989442998101179,1440,1250,1091,1087,784,780,614,459
Q9FLC2,0.560975609756098,0.00471696434781776,True,-0.833990048561071,0.0166046062349668,39,32,29,38,52,77,54,63
AT5G05430,0.129032258064516,0.000382696950549155,True,-2.95419631038687,0.0014666625189838,0,2,2,0,9,9,7,6
AT5G05810,2.08163265306122,0.00572130863917697,True,1.05771549785629,0.0198847105493489,30,30,20,22,14,14,14,7
AT5G05960,1.51006393559081,0.0092867541576962,True,0.594609634058353,0.0310998700958838,1806,1459,1275,1837,1117,981,1138,987
Q9FI87,1.77254901960784,0.0139084714178128,True,0.82582552555633,0.0447994780217263,127,89,133,103,90,65,58,42
AT5G06380,0.15,0.00862498598107364,True,-2.73696559416621,0.0290798336630137,1,1,1,0,8,3,4,5
AT5G06480,0.416666666666667,0.00397763730283685,True,-1.26303440583379,0.0141606202483163,8,15,17,15,39,27,26,40
AT5G06570,0.537804878048781,0.0122433286173613,True,-0.894845253947925,0.0399810260282152,112,113,84,132,135,251,225,209
AT5G06610,0.59938128383604,0.00360897715336095,True,-0.738454059648655,0.0129247178037475,194,182,162,237,273,363,362,295
AT5G06690,0.0821917808219178,0.000233066415563421,True,-3.60486205815886,0.000898539611796324,2,0,8,2,26,35,42,43
AT5G06865,8,0.00932311573505595,True,3,0.0312155371166312,6,7,16,11,1,0,2,2
AT5G06860,15.8270676691729,0.000114583292541104,True,3.98432208245257,0.00044465429482878,1091,963,817,1339,82,46,88,50
Q9FL48,3.75625,0.00306598775665834,True,1.90929308582382,0.0110564016965191,330,369,607,497,84,65,190,141
Q8GZ53,3.27317073170732,0.00455413244964631,True,1.71068885669474,0.0160710357389826,115,137,187,232,42,54,60,49
AT5G07010,0.66635687732342,0.0119534147626654,True,-0.585633053854719,0.039127533829984,188,150,164,215,293,307,213,263
Q9LYN8,0.517482517482518,0.00446953196448407,True,-0.950417971149439,0.0157952660306502,34,35,39,40,66,93,70,57
AT5G07560,120,0.00245119241730252,True,6.90689059560852,0.00894480291848108,34,26,16,44,1,0,0,0
AT5G07570,175.25,0.00225347327483338,True,7.45327063401062,0.00824789032607001,189,204,76,232,1,1,2,0
AT5G07571,9,0.00418111364063334,True,3.16992500144231,0.0148449031663606,16,14,6,18,2,0,2,2
AT5G07572,∞,0.00512361346892787,True,∞,0.0179439072546669,19,21,7,28,0,0,0,0
Q9FLS0,5,0.0145526118549808,True,2.32192809488736,0.0466986594900583,9,7,20,14,2,4,2,2
AT5G08100,0.617339312406577,0.011927757580277,True,-0.695864429222016,0.0390547429487242,365,282,305,287,608,561,451,387
AT5G08330,1.68303571428571,0.000307816896730539,True,0.75106579121106,0.00118392708978241,197,170,212,175,109,114,120,105
AT5G08380,0.609808102345416,0.0045091716908261,True,-0.713572775736987,0.0159271381928952,142,156,102,172,204,267,249,218
AT5G08640,2.89645288427087,0.0148085082690232,True,1.53428719731367,0.0474753541979297,2799,2516,1174,1595,658,827,833,473
Q9LDZ0,2.33551617873652,0.000675738591683128,True,1.22374143910175,0.00256306383574088,1807,1387,1419,1450,881,662,626,427
AT5G09690,0.566009104704097,0.00228537852733068,True,-0.821102834752814,0.00836198623487867,96,88,72,117,152,196,152,159
P0CZ22,0.513513513513513,0.0148687487800465,True,-0.961525852185364,0.0476194681904986,19,11,9,18,34,32,24,21
AT5G09760,2.1228813559322,0.00111724989149575,True,1.08602374383337,0.00418993167495923,686,492,599,728,354,304,269,253
Q9LX09,2.32859680284192,0.00167539640685677,True,1.21946085814152,0.00620365629436145,336,248,324,403,161,129,166,107
Q9LX07,4.40972222222222,0.00168527379207095,True,2.14068778021722,0.00623888175731334,782,1021,490,882,140,201,219,160
AT5G10460,0.657212317666126,0.000230592685793285,True,-0.605568574932145,0.000889202768784415,203,193,209,206,331,323,308,272
AT5G10480,1.87677859988617,0.00388149305295848,True,0.908258468130531,0.013841352516701,1635,1513,1353,2094,847,993,941,733
AT5G10580,2.07376709490261,0.00080215549514806,True,1.05225387395007,0.00303349355129833,1361,1027,1319,1297,736,623,653,401
