	class	0.7_0	1_0	0.5_0	0.2_0	0.07_0	0.1_0	0.05_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF00728	+	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 20, catalytic domain	0.329
PF04383	+	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KilA-N domain	0.314
PF11659	+	0.146	0.142	0.184	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3261)	0.314
PF11459	+	0.144	0.181	0.140	0.091	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknwon function (DUF2893)	0.309
PF13711	+	0.029	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4160)	0.309
PF09485	+	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein Cse2 (CRISPR_cse2)	0.279
PF08706	+	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D5 N terminal like	0.276
PF09374	+	0.000	0.000	0.000	0.105	0.001	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted Peptidoglycan domain	0.276
PF13276	+	0.052	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HTH-like domain	0.272
PF14883	+	0.133	0.200	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hypothetical glycosyl hydrolase family 13	0.259
PF06528	+	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage P2 GpE	0.242
PF00782	+	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dual specificity phosphatase, catalytic domain	0.236
PF07603	+	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1566)	0.236
PF11230	+	0.166	0.219	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3029)	0.228
PF01169	+	0.000	0.000	0.007	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein family UPF0016	0.227
PF07282	+	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative transposase DNA-binding domain	0.227
PF13565	+	0.066	0.081	0.074	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homeodomain-like domain	0.222
PF09314	+	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1972)	0.222
PF07394	+	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1501)	0.206
PF05117	+	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Family of unknown function (DUF695)	0.193
PF02450	+	0.134	0.139	0.095	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lecithin:cholesterol acyltransferase	0.168
PF01420	+	0.055	0.047	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction modification DNA specificity domain	0.159
PF13665	+	0.008	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4150)	0.158
PF14531	+	0.270	0.255	0.257	0.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Kinase-like	0.154
PF01865	+	0.019	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF47	0.148
PF01970	+	0.081	0.078	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tripartite tricarboxylate transporter TctA family	0.148
PF02486	+	0.135	0.158	0.133	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Replication initiation factor	0.146
PF00891	+	0.126	0.128	0.122	0.109	0.017	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	0.130
PF05015	+	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	0.130
PF09537	+	0.077	0.121	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF2383)	0.099
PF05893	+	0.132	0.145	0.090	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acyl-CoA reductase (LuxC)	0.066
PF06892	+	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage regulatory protein CII (CP76)	0.057
PF02275	+	0.068	0.054	0.063	0.030	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Linear amide C-N hydrolases, choloylglycine hydrolase family	0.048
PF02475	+	0.032	0.047	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Met-10+ like-protein	0.046
PF12900	+	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	0.043
PF05816	+	0.152	0.202	0.124	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Toxic anion resistance protein (TelA)	0.029
PF03625	+	0.212	0.187	0.236	0.149	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF302	0.022
PF06042	-	-0.245	-0.219	-0.252	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF925)	-0.034
PF01850	-	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PIN domain	-0.038
PF11870	-	-0.048	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3390)	-0.047
PF06530	-	-0.194	-0.145	-0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage antitermination protein Q	-0.060
PF11008	-	0.000	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2846)	-0.068
PF13241	-	-0.131	-0.020	-0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative NAD(P)-binding	-0.102
PF14301	-	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4376)	-0.105
PF13264	-	0.000	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4055)	-0.105
PF10099	-	-0.075	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anti-sigma-K factor rskA	-0.116
PF02589	-	0.000	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised ACR, YkgG family COG1556	-0.137
PF03497	-	-0.082	-0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Anthrax toxin LF subunit	-0.175
PF03681	-	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.180
PF07849	-	-0.017	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1641)	-0.211
PF11391	-	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2798)	-0.228
PF02386	-	-0.161	-0.214	-0.116	-0.161	0.000	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cation transport protein	-0.228
PF00707	-	0.000	0.000	0.000	-0.105	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Translation initiation factor IF-3, C-terminal domain	-0.236
PF08486	-	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stage II sporulation protein	-0.246
PF01174	-	0.000	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SNO glutamine amidotransferase family	-0.272
PF02655	-	-0.222	-0.183	-0.239	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ATP-grasp domain	-0.280
PF00565	-	-0.155	-0.163	-0.134	-0.113	-0.064	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Staphylococcal nuclease homologue	-0.453
